id,title,detected_microskills,detected_categories,detected_evidence,detected_microskills_count
100860,"Associate, Full stack Engineer","[""Διαχείριση χρόνου"", ""Σαφής και συνοπτική επικοινωνία"", ""Αυτοματοποίηση επαναλαμβανόμενων εργασιών""]","[""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία"", ""Ψηφιακή Παραγωγικότητα και ΤΝ""]","{""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""fast pac environment""], ""semantic_groups"": []}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + customer""]}, ""Αυτοματοποίηση επαναλαμβανόμενων εργασιών"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""automate + process""]}}",3
101096,In Store Visual Merchandiser #JD Sports Kavala - New Store,"[""Σαφής και συνοπτική επικοινωνία"", ""Διαχείριση προσοχής και συγκέντρωσης""]","[""Επαγγελματική Επικοινωνία"", ""Προσωπική Διαχείριση""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 4, ""keywords"": [""excellent communication""], ""semantic_groups"": [""communication + client"", ""communication + customer""]}, ""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 3, ""keywords"": [""attention detail""], ""semantic_groups"": [""attention + detail""]}}",2
111682,"Senior Associate, AI and Data Science Full Stack Engineer","[""Διαχείριση χρόνου"", ""Σαφής και συνοπτική επικοινωνία"", ""Αυτοματοποίηση επαναλαμβανόμενων εργασιών""]","[""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία"", ""Ψηφιακή Παραγωγικότητα και ΤΝ""]","{""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""fast pac environment""], ""semantic_groups"": []}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + customer""]}, ""Αυτοματοποίηση επαναλαμβανόμενων εργασιών"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""automate + process""]}}",3
111683,"Manager, AI and Data Science Full Stack Engineer","[""Διαχείριση χρόνου"", ""Σαφής και συνοπτική επικοινωνία"", ""Αυτοματοποίηση επαναλαμβανόμενων εργασιών""]","[""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία"", ""Ψηφιακή Παραγωγικότητα και ΤΝ""]","{""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""fast pac environment""], ""semantic_groups"": []}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [], ""semantic_groups"": [""communication + customer"", ""communication + stakeholder""]}, ""Αυτοματοποίηση επαναλαμβανόμενων εργασιών"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""automate + process""]}}",3
1695229,Lead React Developer,[],[],{},0
1695230,Senior React Developer,[],[],{},0
1695277,Mobile/IoT Engineer,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 3, ""keywords"": [""excellent communication""], ""semantic_groups"": [""communication + customer""]}}",1
1695837,Full Stack Software Engineer (Front End focused),"[""Σαφής και συνοπτική επικοινωνία"", ""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [""excellent communication""], ""semantic_groups"": []}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}}",2
1720038,"Manager, Front-End Developer - Interactive Experiences Specialist","[""Σαφής και συνοπτική επικοινωνία"", ""Διαχείριση προσοχής και συγκέντρωσης""]","[""Επαγγελματική Επικοινωνία"", ""Προσωπική Διαχείριση""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 4, ""keywords"": [""strong communication""], ""semantic_groups"": [""communication + customer"", ""communication + stakeholder""]}, ""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 3, ""keywords"": [""attention detail""], ""semantic_groups"": [""attention + detail""]}}",2
1726396,Application Team Leader,"[""Διαχείριση προσοχής και συγκέντρωσης"", ""Ενεργητική ακρόαση"", ""Διαχείριση χρόνου""]","[""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία""]","{""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 3, ""keywords"": [""attention detail""], ""semantic_groups"": [""attention + detail""]}, ""Ενεργητική ακρόαση"": {""score"": 2, ""keywords"": [], ""semantic_groups"": [""understand + need"", ""identify + need""]}, ""Διαχείριση χρόνου"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""prioritize + task""]}}",3
1726697,Guest Relations Manager,[],[],{},0
1726729,Electrical Technician / One&Only Kéa Island,"[""Επιβεβαίωση οδηγιών και απαιτήσεων""]","[""Επαγγελματική Επικοινωνία""]","{""Επιβεβαίωση οδηγιών και απαιτήσεων"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""follow + instruction""]}}",1
1726769,Guest Relations Agent,"[""Παρακολούθηση και έλεγχος εργασιακών διαδικασιών""]","[""Προσωπική Διαχείριση""]","{""Παρακολούθηση και έλεγχος εργασιακών διαδικασιών"": {""score"": 2, ""keywords"": [""check process""], ""semantic_groups"": []}}",1
1726807,Welcome Agent,"[""Παρακολούθηση και έλεγχος εργασιακών διαδικασιών""]","[""Προσωπική Διαχείριση""]","{""Παρακολούθηση και έλεγχος εργασιακών διαδικασιών"": {""score"": 2, ""keywords"": [""check process""], ""semantic_groups"": []}}",1
1766874,Algorithm Specialist / Back End Developer,"[""Σαφής και συνοπτική επικοινωνία"", ""Σύνταξη επαγγελματικών email""]","[""Επαγγελματική Επικοινωνία"", ""Ψηφιακή Παραγωγικότητα και ΤΝ""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 5, ""keywords"": [""oral written communication"", ""written communication""], ""semantic_groups"": [""communication + customer""]}, ""Σύνταξη επαγγελματικών email"": {""score"": 2, ""keywords"": [""written communication""], ""semantic_groups"": []}}",2
1784196,Mobile/IoT Engineer,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 3, ""keywords"": [""excellent communication""], ""semantic_groups"": [""communication + customer""]}}",1
1799679,Guest Relations Agent,"[""Παρακολούθηση και έλεγχος εργασιακών διαδικασιών""]","[""Προσωπική Διαχείριση""]","{""Παρακολούθηση και έλεγχος εργασιακών διαδικασιών"": {""score"": 2, ""keywords"": [""check process""], ""semantic_groups"": []}}",1
1799680,Welcome Agent,"[""Παρακολούθηση και έλεγχος εργασιακών διαδικασιών""]","[""Προσωπική Διαχείριση""]","{""Παρακολούθηση και έλεγχος εργασιακών διαδικασιών"": {""score"": 2, ""keywords"": [""check process""], ""semantic_groups"": []}}",1
1800080,Software Engineer (Java/React Full Stack),"[""Διαχείριση χρόνου""]","[""Προσωπική Διαχείριση""]","{""Διαχείριση χρόνου"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""meet + deadlin""]}}",1
1800795,Electrical Technician / One&Only Kéa Island,"[""Επιβεβαίωση οδηγιών και απαιτήσεων""]","[""Επαγγελματική Επικοινωνία""]","{""Επιβεβαίωση οδηγιών και απαιτήσεων"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""follow + instruction""]}}",1
1826469,Senior React Developer,[],[],{},0
1827191,Application Architect,"[""Σαφής και συνοπτική επικοινωνία"", ""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [], ""semantic_groups"": [""communication + client"", ""communication + stakeholder""]}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}}",2
1827192,Application Architect,"[""Σαφής και συνοπτική επικοινωνία"", ""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [], ""semantic_groups"": [""communication + client"", ""communication + stakeholder""]}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}}",2
1827194,Application Architect,"[""Σαφής και συνοπτική επικοινωνία"", ""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [], ""semantic_groups"": [""communication + client"", ""communication + stakeholder""]}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}}",2
34,Telefonischer Kundenberater (m/w/d) für Bestandskundenbindung!  Standort Athen !!!,"[""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία""]","{""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}}",1
77,Baristas & Barmen/Barmaids & Waitresses,[],[],{},0
114,Production Machine Operator (Inofyta),[],[],{},0
125,Call Center Sales Agent (Inbound),[],[],{},0
126,Maintenance Engineer (Inofyta),[],[],{},0
127,Maintenance Engineer,[],[],{},0
128,Maintenance Engineer,[],[],{},0
132,Maintenance Technician,[],[],{},0
140,Customer Advisor - Direct Sales Center,[],[],{},0
147,Artisans / Artisans,[],[],{},0
149,Security Personnel - Zakynthos - Immediate Recruitment,[],[],{},0
225,B2B SALES,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 4, ""keywords"": [""excellent communication""], ""semantic_groups"": [""communication + client"", ""communication + customer""]}}",1
308,Mechanical Engineer,[],[],{},0
332,Office Employees for the Management of Existing Clientele of a well-known telecommunications provider/Serving existing clients,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [], ""semantic_groups"": [""communication + client"", ""communication + customer""]}}",1
1537,Talent Acquisition Professional,"[""Διαχείριση χρόνου"", ""Ενεργητική ακρόαση""]","[""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία""]","{""Διαχείριση χρόνου"": {""score"": 3, ""keywords"": [""prioritize task""], ""semantic_groups"": [""prioritize + task""]}, ""Ενεργητική ακρόαση"": {""score"": 2, ""keywords"": [], ""semantic_groups"": [""understand + need"", ""identify + need""]}}",2
1868,Recruitment Specialist,"[""Ενεργητική ακρόαση"", ""Οργάνωση ψηφιακού χώρου εργασίας""]","[""Επαγγελματική Επικοινωνία"", ""Διαχείριση Δεδομένων και Πληροφορίας""]","{""Ενεργητική ακρόαση"": {""score"": 2, ""keywords"": [], ""semantic_groups"": [""understand + need"", ""identify + need""]}, ""Οργάνωση ψηφιακού χώρου εργασίας"": {""score"": 2, ""keywords"": [], ""semantic_groups"": [""data + entry"", ""maintain + database""]}}",2
2047,Recruiter,"[""Διαχείριση προσοχής και συγκέντρωσης"", ""Σαφής και συνοπτική επικοινωνία"", ""Ενεργητική ακρόαση"", ""Αυτοματοποίηση επαναλαμβανόμενων εργασιών"", ""Οργάνωση ψηφιακού χώρου εργασίας""]","[""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία"", ""Ψηφιακή Παραγωγικότητα και ΤΝ"", ""Διαχείριση Δεδομένων και Πληροφορίας""]","{""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 3, ""keywords"": [""attention detail""], ""semantic_groups"": [""attention + detail""]}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [""excellent communication""], ""semantic_groups"": []}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}, ""Αυτοματοποίηση επαναλαμβανόμενων εργασιών"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""streamline + process""]}, ""Οργάνωση ψηφιακού χώρου εργασίας"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""maintain + database""]}}",5
3271,Talent Sourcer - German Department (Recruiter),"[""Διαχείριση χρόνου"", ""Σαφής και συνοπτική επικοινωνία"", ""Ενεργητική ακρόαση""]","[""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία""]","{""Διαχείριση χρόνου"": {""score"": 4, ""keywords"": [""fast pac environment"", ""time management""], ""semantic_groups"": []}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [""strong communication""], ""semantic_groups"": []}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""identify + need""]}}",3
4135,Junior Recruitment Consultant,"[""Σαφής και συνοπτική επικοινωνία"", ""Οργάνωση ψηφιακού χώρου εργασίας""]","[""Επαγγελματική Επικοινωνία"", ""Διαχείριση Δεδομένων και Πληροφορίας""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 3, ""keywords"": [""excellent communication""], ""semantic_groups"": [""communication + client""]}, ""Οργάνωση ψηφιακού χώρου εργασίας"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""maintain + database""]}}",2
40757,HR Recruiter,"[""Διαχείριση χρόνου""]","[""Προσωπική Διαχείριση""]","{""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""time management""], ""semantic_groups"": []}}",1
43126,Crew Coordinator & Recruiter,"[""Διαχείριση προσοχής και συγκέντρωσης""]","[""Προσωπική Διαχείριση""]","{""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 2, ""keywords"": [""detail orient""], ""semantic_groups"": []}}",1
45581,Junior Recruiter - ALIMOS,"[""Διαχείριση προσοχής και συγκέντρωσης"", ""Ενεργητική ακρόαση""]","[""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία""]","{""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 3, ""keywords"": [""attention detail""], ""semantic_groups"": [""attention + detail""]}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""identify + need""]}}",2
45784,New jobs from Telecroft to staff a customer support department for a large Banking organization.,"[""Σαφής και συνοπτική επικοινωνία"", ""Διαχείριση χρόνου"", ""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία"", ""Προσωπική Διαχείριση""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 3, ""keywords"": [""excellent communication""], ""semantic_groups"": [""communication + customer""]}, ""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""time management""], ""semantic_groups"": []}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}}",3
50805,Resourcing Consultant,"[""Σαφής και συνοπτική επικοινωνία"", ""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 3, ""keywords"": [""strong communication""], ""semantic_groups"": [""communication + client""]}, ""Ενεργητική ακρόαση"": {""score"": 2, ""keywords"": [], ""semantic_groups"": [""understand + need"", ""identify + need""]}}",2
50806,Resourcing Consultant,"[""Σαφής και συνοπτική επικοινωνία"", ""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 3, ""keywords"": [""strong communication""], ""semantic_groups"": [""communication + client""]}, ""Ενεργητική ακρόαση"": {""score"": 2, ""keywords"": [], ""semantic_groups"": [""understand + need"", ""identify + need""]}}",2
51943,Talent Sourcer,"[""Σαφής και συνοπτική επικοινωνία"", ""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 3, ""keywords"": [""strong communication""], ""semantic_groups"": [""communication + client""]}, ""Ενεργητική ακρόαση"": {""score"": 2, ""keywords"": [], ""semantic_groups"": [""understand + need"", ""identify + need""]}}",2
53926,German Recruiter,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 3, ""keywords"": [""strong communication""], ""semantic_groups"": [""communication + customer""]}}",1
57164,New jobs from Telecroft to staff a Credit Control Officer department.,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [""excellent communication""], ""semantic_groups"": []}}",1
57199,HR Recruiter - ICAP Contact Center,"[""Σαφής και συνοπτική επικοινωνία"", ""Σύνταξη επαγγελματικών email"", ""Διαχείριση χρόνου""]","[""Επαγγελματική Επικοινωνία"", ""Ψηφιακή Παραγωγικότητα και ΤΝ"", ""Προσωπική Διαχείριση""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 5, ""keywords"": [""verbal written communication"", ""written communication""], ""semantic_groups"": [""communication + customer""]}, ""Σύνταξη επαγγελματικών email"": {""score"": 2, ""keywords"": [""written communication""], ""semantic_groups"": []}, ""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""time management""], ""semantic_groups"": []}}",3
57227,HR Recruiter,"[""Σαφής και συνοπτική επικοινωνία"", ""Διαχείριση χρόνου""]","[""Επαγγελματική Επικοινωνία"", ""Προσωπική Διαχείριση""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [""excellent communication""], ""semantic_groups"": []}, ""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""time management""], ""semantic_groups"": []}}",2
59479,Junior Recruiter,"[""Σαφής και συνοπτική επικοινωνία"", ""Διαχείριση χρόνου"", ""Διαχείριση προσοχής και συγκέντρωσης"", ""Ενεργητική ακρόαση"", ""Οργάνωση ψηφιακού χώρου εργασίας""]","[""Επαγγελματική Επικοινωνία"", ""Προσωπική Διαχείριση"", ""Διαχείριση Δεδομένων και Πληροφορίας""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 3, ""keywords"": [""excellent communication""], ""semantic_groups"": [""communication + client""]}, ""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""fast pac environment""], ""semantic_groups"": []}, ""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 2, ""keywords"": [""detail orient""], ""semantic_groups"": []}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}, ""Οργάνωση ψηφιακού χώρου εργασίας"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""maintain + database""]}}",5
59525,HR Recruiter (Thessaloniki),"[""Σαφής και συνοπτική επικοινωνία"", ""Διαχείριση χρόνου""]","[""Επαγγελματική Επικοινωνία"", ""Προσωπική Διαχείριση""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [""excellent communication""], ""semantic_groups"": []}, ""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""time management""], ""semantic_groups"": []}}",2
59793,Senior Recruitment Specialist,"[""Διαχείριση προσοχής και συγκέντρωσης"", ""Διαχείριση χρόνου"", ""Σαφής και συνοπτική επικοινωνία"", ""Ενεργητική ακρόαση""]","[""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία""]","{""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 3, ""keywords"": [""attention detail""], ""semantic_groups"": [""attention + detail""]}, ""Διαχείριση χρόνου"": {""score"": 3, ""keywords"": [""meet deadlin""], ""semantic_groups"": [""meet + deadlin""]}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + client""]}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""identify + need""]}}",4
64204,HR Recruiter,"[""Σαφής και συνοπτική επικοινωνία"", ""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [""strong communication""], ""semantic_groups"": []}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}}",2
65374,Recruitment Specialist,"[""Σαφής και συνοπτική επικοινωνία"", ""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [""communicate effectively""], ""semantic_groups"": []}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}}",2
75955,HR Recruiter,[],[],{},0
76105,New jobs from Telecroft to staff a customer support department for a large Banking organization.,"[""Σαφής και συνοπτική επικοινωνία"", ""Διαχείριση χρόνου"", ""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία"", ""Προσωπική Διαχείριση""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 3, ""keywords"": [""excellent communication""], ""semantic_groups"": [""communication + customer""]}, ""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""time management""], ""semantic_groups"": []}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""understand + need""]}}",3
80867,Senior Hospitality Recruiter,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 3, ""keywords"": [""strong communication""], ""semantic_groups"": [""communication + client""]}}",1
83849,HR Recruiter,"[""Διαχείριση προσοχής και συγκέντρωσης"", ""Οργάνωση ψηφιακού χώρου εργασίας"", ""Σύνταξη επαγγελματικών email"", ""Σαφής και συνοπτική επικοινωνία""]","[""Προσωπική Διαχείριση"", ""Διαχείριση Δεδομένων και Πληροφορίας"", ""Ψηφιακή Παραγωγικότητα και ΤΝ"", ""Επαγγελματική Επικοινωνία""]","{""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 3, ""keywords"": [""attention detail""], ""semantic_groups"": [""attention + detail""]}, ""Οργάνωση ψηφιακού χώρου εργασίας"": {""score"": 3, ""keywords"": [""record keep""], ""semantic_groups"": [""record + keep""]}, ""Σύνταξη επαγγελματικών email"": {""score"": 2, ""keywords"": [""written communication""], ""semantic_groups"": []}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [""written communication""], ""semantic_groups"": []}}",4
83974,French Recruiter (Spanish or Dutch would be a strong plus),[],[],{},0
86962,Junior Recruiter/ Buddy finder,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + customer""]}}",1
92237,Dentists for NHS in the UK,[],[],{},0
53,"Full Time Salespeople, Stavroupoli","[""Διαχείριση χρόνου""]","[""Προσωπική Διαχείριση""]","{""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""fast pac environment""], ""semantic_groups"": []}}",1
108,Demand Planner,"[""Ανάλυση και αξιολόγηση εργασιακών διαδικασιών"", ""Σαφής και συνοπτική επικοινωνία""]","[""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία""]","{""Ανάλυση και αξιολόγηση εργασιακών διαδικασιών"": {""score"": 2, ""keywords"": [""analyz process""], ""semantic_groups"": []}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + customer""]}}",2
325,Secretariat,"[""Διαχείριση χρόνου"", ""Σαφής και συνοπτική επικοινωνία""]","[""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία""]","{""Διαχείριση χρόνου"": {""score"": 1, ""keywords"": [""prioritization""], ""semantic_groups"": []}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + customer""]}}",2
841,Executive Assistant,"[""Διαχείριση χρόνου"", ""Σαφής και συνοπτική επικοινωνία"", ""Οργάνωση ψηφιακού χώρου εργασίας""]","[""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία"", ""Διαχείριση Δεδομένων και Πληροφορίας""]","{""Διαχείριση χρόνου"": {""score"": 3, ""keywords"": [""time management""], ""semantic_groups"": [""prioritize + task""]}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 3, ""keywords"": [], ""semantic_groups"": [""communication + client"", ""communication + customer"", ""communication + stakeholder""]}, ""Οργάνωση ψηφιακού χώρου εργασίας"": {""score"": 2, ""keywords"": [], ""semantic_groups"": [""document + management"", ""record + keep""]}}",3
1012,TYPIST - SECRETARY,[],[],{},0
1211,Medical Secretary,"[""Σαφής και συνοπτική επικοινωνία"", ""Σύνταξη επαγγελματικών email""]","[""Επαγγελματική Επικοινωνία"", ""Ψηφιακή Παραγωγικότητα και ΤΝ""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 6, ""keywords"": [""verbal written communication"", ""written communication""], ""semantic_groups"": [""communication + client"", ""communication + customer""]}, ""Σύνταξη επαγγελματικών email"": {""score"": 2, ""keywords"": [""written communication""], ""semantic_groups"": []}}",2
1255,SECRETARIAL SUPPORT-TELEPHONE CENTER,"[""Διαχείριση χρόνου""]","[""Προσωπική Διαχείριση""]","{""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""time management""], ""semantic_groups"": []}}",1
1300,Secretary,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [""excellent communication""], ""semantic_groups"": []}}",1
1310,SECRETARIAL SUPPORT - TELEPHONE CENTER,"[""Διαχείριση χρόνου""]","[""Προσωπική Διαχείριση""]","{""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""time management""], ""semantic_groups"": []}}",1
1627,ADMINISTRATIVE SECRETARY,[],[],{},0
1793,Directorate Secretary,"[""Διαχείριση προσοχής και συγκέντρωσης"", ""Διαχείριση χρόνου""]","[""Προσωπική Διαχείριση""]","{""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 3, ""keywords"": [""attention detail""], ""semantic_groups"": [""attention + detail""]}, ""Διαχείριση χρόνου"": {""score"": 1, ""keywords"": [""prioritization""], ""semantic_groups"": []}}",2
2151,Administrative Secretary,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + customer""]}}",1
2228,Administration Secretariat,"[""Σαφής και συνοπτική επικοινωνία"", ""Σύνταξη επαγγελματικών email"", ""Διαχείριση χρόνου""]","[""Επαγγελματική Επικοινωνία"", ""Ψηφιακή Παραγωγικότητα και ΤΝ"", ""Προσωπική Διαχείριση""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 7, ""keywords"": [""oral written communication"", ""excellent communication"", ""written communication""], ""semantic_groups"": [""communication + customer""]}, ""Σύνταξη επαγγελματικών email"": {""score"": 2, ""keywords"": [""written communication""], ""semantic_groups"": []}, ""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""time management""], ""semantic_groups"": []}}",3
2711,SECRETARY,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + client""]}}",1
2743,SECRETARY,[],[],{},0
2944,SECRETARY,[],[],{},0
3181,INSURANCE AGENCY SECRETARY,"[""Οργάνωση ψηφιακού χώρου εργασίας""]","[""Διαχείριση Δεδομένων και Πληροφορίας""]","{""Οργάνωση ψηφιακού χώρου εργασίας"": {""score"": 3, ""keywords"": [""data entry""], ""semantic_groups"": [""data + entry""]}}",1
